2015-08-19 18:26:18.153 [RMI TCP Connection(3)-127.0.0.1] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization started
2015-08-19 19:50:55.450 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.main.CmsTopic -> jc_topic
2015-08-19 19:50:55.454 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.main.Content -> jc_content
2015-08-19 19:50:55.455 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.main.Content.channels -> jc_content_channel
2015-08-19 19:50:55.455 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.main.Content.topics -> jc_content_topic
2015-08-19 19:50:55.455 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.main.Content.tags -> jc_contenttag
2015-08-19 19:50:55.455 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.main.Content.pictures -> jc_content_picture
2015-08-19 19:50:55.455 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.main.Content.attachments -> jc_content_attachment
2015-08-19 19:50:55.455 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.main.Content.attr -> jc_content_attr
2015-08-19 19:50:55.456 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.main.Content.viewGroups -> jc_content_group_view
2015-08-19 19:50:55.456 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.main.Content.collectUsers -> jc_user_collection
2015-08-19 19:50:55.456 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.main.ContentCheck -> jc_content_check
2015-08-19 19:50:55.457 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.main.ContentCount -> jc_content_count
2015-08-19 19:50:55.457 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.main.ContentExt -> jc_content_ext
2015-08-19 19:50:55.458 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.main.ContentTag -> jc_content_tag
2015-08-19 19:50:55.458 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.main.ContentTxt -> jc_content_txt
2015-08-19 19:50:55.459 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.main.ContentType -> jc_content_type
2015-08-19 19:50:55.459 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.cms.entity.main.CmsThirdAccount -> jc_third_account
2015-08-19 19:50:55.459 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.core.entity.Authentication -> jo_authentication
2015-08-19 19:50:55.460 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.core.entity.CmsConfig -> jc_config
2015-08-19 19:50:55.462 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.core.entity.CmsConfig.attr -> jc_config_attr
2015-08-19 19:50:55.462 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.core.entity.CmsConfigItem -> jc_config_item
2015-08-19 19:50:55.463 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.core.entity.CmsDictionary -> jc_dictionary
2015-08-19 19:50:55.463 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.core.entity.CmsGroup -> jc_group
2015-08-19 19:50:55.463 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.core.entity.CmsGroup.viewChannels -> jc_chnl_group_view
2015-08-19 19:50:55.464 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.core.entity.CmsGroup.contriChannels -> jc_chnl_group_contri
2015-08-19 19:50:55.464 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.core.entity.CmsLog -> jc_log
2015-08-19 19:50:55.464 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.core.entity.CmsRole -> jc_role
2015-08-19 19:50:55.464 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.core.entity.CmsRole.perms -> jc_role_permission
2015-08-19 19:50:55.465 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.core.entity.CmsRole.users -> jc_user_role
2015-08-19 19:50:55.465 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.core.entity.CmsSite -> jc_site
2015-08-19 19:50:55.465 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.core.entity.CmsSite.attr -> jc_site_attr
2015-08-19 19:50:55.466 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.core.entity.CmsSite.txt -> jc_site_txt
2015-08-19 19:50:55.466 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.core.entity.CmsSite.cfg -> jc_site_cfg
2015-08-19 19:50:55.466 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.core.entity.CmsSiteCompany -> jc_site_company
2015-08-19 19:50:55.466 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.core.entity.CmsSiteModel -> jc_site_model
2015-08-19 19:50:55.467 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.core.entity.CmsUser -> jc_user
2015-08-19 19:50:55.467 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.core.entity.CmsUser.attr -> jc_user_attr
2015-08-19 19:50:55.467 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.core.entity.CmsUser.roles -> jc_user_role
2015-08-19 19:50:55.468 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.core.entity.CmsUser.channels -> jc_channel_user
2015-08-19 19:50:55.468 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.core.entity.CmsUser.collectContents -> jc_user_collection
2015-08-19 19:50:55.468 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.core.entity.CmsUserExt -> jc_user_ext
2015-08-19 19:50:55.468 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.core.entity.CmsUserResume -> jc_user_resume
2015-08-19 19:50:55.469 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.core.entity.CmsUserSite -> jc_user_site
2015-08-19 19:50:55.469 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.core.entity.Config -> jo_config
2015-08-19 19:50:55.470 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.core.entity.DbFile -> jo_upload
2015-08-19 19:50:55.470 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.core.entity.DbTpl -> jo_template
2015-08-19 19:50:55.470 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.core.entity.Ftp -> jo_ftp
2015-08-19 19:50:55.470 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping class: com.jeecms.core.entity.UnifiedUser -> jo_user
2015-08-19 19:50:55.473 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.assist.CmsMessage.receiverMsgs -> jc_receiver_message
2015-08-19 19:50:55.473 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.assist.CmsScoreGroup.items -> jc_score_item
2015-08-19 19:50:55.473 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.assist.CmsScoreItem.records -> jc_score_record
2015-08-19 19:50:55.474 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.assist.CmsVoteSubTopic.voteItems -> jc_vote_item
2015-08-19 19:50:55.474 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.assist.CmsVoteSubTopic.voteReplys -> jc_vote_reply
2015-08-19 19:50:55.474 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.assist.CmsVoteTopic.subtopics -> jc_vote_subtopic
2015-08-19 19:50:55.474 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.assist.CmsVoteTopic.items -> jc_vote_item
2015-08-19 19:50:55.474 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.main.Channel.child -> jc_channel
2015-08-19 19:50:55.475 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.main.Channel.channelTxtSet -> jc_channel_txt
2015-08-19 19:50:55.475 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.main.CmsModel.items -> jc_model_item
2015-08-19 19:50:55.476 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.main.Content.contentTxtSet -> jc_content_txt
2015-08-19 19:50:55.476 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.main.Content.contentCheckSet -> jc_content_check
2015-08-19 19:50:55.476 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.main.Content.jobApplys -> jc_job_apply
2015-08-19 19:50:55.476 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.main.Content.comments -> jc_comment
2015-08-19 19:50:55.476 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.main.Content.files -> jc_file
2015-08-19 19:50:55.476 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.cms.entity.main.Content.scoreRecordSet -> jc_score_record
2015-08-19 19:50:55.477 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.core.entity.CmsConfig.registerItems -> jc_config_item
2015-08-19 19:50:55.477 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.core.entity.CmsSite.userSites -> jc_user_site
2015-08-19 19:50:55.477 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.core.entity.CmsSite.logs -> jc_log
2015-08-19 19:50:55.477 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.core.entity.CmsUser.userExtSet -> jc_user_ext
2015-08-19 19:50:55.478 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.core.entity.CmsUser.userSites -> jc_user_site
2015-08-19 19:50:55.478 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.core.entity.CmsUser.sendMessages -> jc_message
2015-08-19 19:50:55.478 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.core.entity.CmsUser.receivMessages -> jc_message
2015-08-19 19:50:55.478 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.core.entity.CmsUser.sendReceiverMessages -> jc_receiver_message
2015-08-19 19:50:55.478 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.core.entity.CmsUser.receivReceiverMessages -> jc_receiver_message
2015-08-19 19:50:55.478 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.core.entity.CmsUser.userResumeSet -> jc_user_resume
2015-08-19 19:50:55.478 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.core.entity.CmsUser.jobApplys -> jc_job_apply
2015-08-19 19:50:55.478 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.core.entity.CmsUser.logs -> jc_log
2015-08-19 19:50:55.478 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.HbmBinder - Mapping collection: com.jeecms.core.entity.CmsUser.menus -> jc_user_menu
2015-08-19 19:50:55.485 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.Configuration - Hibernate Validator not found: ignoring
2015-08-19 19:50:55.487 [RMI TCP Connection(3)-127.0.0.1] INFO  o.s.orm.hibernate3.LocalSessionFactoryBean - Building new Hibernate SessionFactory
2015-08-19 19:50:55.492 [RMI TCP Connection(3)-127.0.0.1] INFO  o.h.c.search.HibernateSearchEventListenerRegister - Unable to find org.hibernate.search.event.FullTextIndexEventListener on the classpath. Hibernate Search is not enabled.
2015-08-19 19:50:55.535 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.connection.ConnectionProviderFactory - Initializing connection provider: org.springframework.orm.hibernate3.LocalDataSourceConnectionProvider
2015-08-19 19:50:55.577 [RMI TCP Connection(3)-127.0.0.1] INFO  c.m.v2.c3p0.impl.AbstractPoolBackedDataSource - Initializing c3p0 pool... com.mchange.v2.c3p0.ComboPooledDataSource [ acquireIncrement -> 10, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> true, automaticTestTable -> null, breakAfterAcquireFailure -> false, checkoutTimeout -> 5000, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, dataSourceName -> 1hge0yu9bjd6t6li6x0mg|17609872, debugUnreturnedConnectionStackTraces -> false, description -> null, driverClass -> com.mysql.jdbc.Driver, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, identityToken -> 1hge0yu9bjd6t6li6x0mg|17609872, idleConnectionTestPeriod -> 0, initialPoolSize -> 20, jdbcUrl -> jdbc:mysql://localhost:3306/jeecms?characterEncoding=UTF-8, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 7200, maxIdleTimeExcessConnections -> 1800, maxPoolSize -> 50, maxStatements -> 0, maxStatementsPerConnection -> 0, minPoolSize -> 20, numHelperThreads -> 3, numThreadsAwaitingCheckoutDefaultUser -> 0, preferredTestQuery -> null, properties -> {user=******, password=******}, propertyCycle -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 0, usesTraditionalReflectiveProxies -> false ]
2015-08-19 19:50:55.790 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.dialect.Dialect - Using dialect: org.hibernate.dialect.MySQLInnoDBDialect
2015-08-19 19:50:55.800 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.engine.jdbc.JdbcSupportLoader - Disabling contextual LOB creation as JDBC driver reported JDBC version [3] less than 4
2015-08-19 19:50:55.800 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.SettingsFactory - Database ->
       name : MySQL
    version : 5.6.16
      major : 5
      minor : 6
2015-08-19 19:50:55.800 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.SettingsFactory - Driver ->
       name : MySQL-AB JDBC Driver
    version : mysql-connector-java-5.1.8 ( Revision: ${svn.Revision} )
      major : 5
      minor : 1
2015-08-19 19:50:55.810 [RMI TCP Connection(3)-127.0.0.1] INFO  o.hibernate.transaction.TransactionFactoryFactory - Transaction strategy: org.springframework.orm.hibernate3.SpringTransactionFactory
2015-08-19 19:50:55.811 [RMI TCP Connection(3)-127.0.0.1] INFO  o.h.transaction.TransactionManagerLookupFactory - No TransactionManagerLookup configured (in JTA environment, use of read-write or transactional second-level cache is not recommended)
2015-08-19 19:50:55.812 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.SettingsFactory - Automatic flush during beforeCompletion(): disabled
2015-08-19 19:50:55.812 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.SettingsFactory - Automatic session close at end of transaction: disabled
2015-08-19 19:50:55.812 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.SettingsFactory - JDBC batch size: 20
2015-08-19 19:50:55.812 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.SettingsFactory - JDBC batch updates for versioned data: disabled
2015-08-19 19:50:55.813 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.SettingsFactory - Scrollable result sets: enabled
2015-08-19 19:50:55.813 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.SettingsFactory - JDBC3 getGeneratedKeys(): enabled
2015-08-19 19:50:55.813 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.SettingsFactory - Connection release mode: auto
2015-08-19 19:50:55.814 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.SettingsFactory - Maximum outer join fetch depth: 2
2015-08-19 19:50:55.814 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.SettingsFactory - Default batch fetch size: 1
2015-08-19 19:50:55.815 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.SettingsFactory - Generate SQL with comments: enabled
2015-08-19 19:50:55.815 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.SettingsFactory - Order SQL updates by primary key: disabled
2015-08-19 19:50:55.815 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.SettingsFactory - Order SQL inserts for batching: disabled
2015-08-19 19:50:55.815 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.SettingsFactory - Query translator: org.hibernate.hql.ast.ASTQueryTranslatorFactory
2015-08-19 19:50:55.817 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.hql.ast.ASTQueryTranslatorFactory - Using ASTQueryTranslatorFactory
2015-08-19 19:50:55.818 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.SettingsFactory - Query language substitutions: {false=0, true=1}
2015-08-19 19:50:55.818 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.SettingsFactory - JPA-QL strict compliance: disabled
2015-08-19 19:50:55.818 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.SettingsFactory - Second-level cache: enabled
2015-08-19 19:50:55.818 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.SettingsFactory - Query cache: enabled
2015-08-19 19:50:55.819 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.SettingsFactory - Cache region factory : org.hibernate.cache.impl.bridge.RegionFactoryCacheProviderBridge
2015-08-19 19:50:55.823 [RMI TCP Connection(3)-127.0.0.1] INFO  o.h.c.impl.bridge.RegionFactoryCacheProviderBridge - Cache provider: org.springframework.orm.hibernate3.LocalCacheProviderProxy
2015-08-19 19:50:55.823 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.SettingsFactory - Optimize cache for minimal puts: disabled
2015-08-19 19:50:55.824 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.SettingsFactory - Structured second-level cache entries: disabled
2015-08-19 19:50:55.824 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.SettingsFactory - Query cache factory: org.hibernate.cache.StandardQueryCacheFactory
2015-08-19 19:50:55.830 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.SettingsFactory - Echoing all SQL to stdout
2015-08-19 19:50:55.831 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.SettingsFactory - Statistics: disabled
2015-08-19 19:50:55.831 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.SettingsFactory - Deleted entity synthetic identifier rollback: disabled
2015-08-19 19:50:55.831 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.SettingsFactory - Default entity-mode: pojo
2015-08-19 19:50:55.831 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.SettingsFactory - Named query checking : enabled
2015-08-19 19:50:55.831 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.cfg.SettingsFactory - Check Nullability in Core (should be disabled when Bean Validation is on): enabled
2015-08-19 19:50:55.849 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.impl.SessionFactoryImpl - building session factory
2015-08-19 19:50:55.856 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.type.BasicTypeRegistry - Type registration [characters_clob] overrides previous : org.hibernate.type.PrimitiveCharacterArrayClobType@4de67cdb
2015-08-19 19:50:55.856 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.type.BasicTypeRegistry - Type registration [wrapper_characters_clob] overrides previous : org.hibernate.type.CharacterArrayClobType@570f35d1
2015-08-19 19:50:55.856 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.type.BasicTypeRegistry - Type registration [clob] overrides previous : org.hibernate.type.ClobType@279658fe
2015-08-19 19:50:55.856 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.type.BasicTypeRegistry - Type registration [java.sql.Clob] overrides previous : org.hibernate.type.ClobType@279658fe
2015-08-19 19:50:55.856 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.type.BasicTypeRegistry - Type registration [wrapper_materialized_blob] overrides previous : org.hibernate.type.WrappedMaterializedBlobType@7fac9fff
2015-08-19 19:50:55.857 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.type.BasicTypeRegistry - Type registration [materialized_clob] overrides previous : org.hibernate.type.MaterializedClobType@1e3c5fd5
2015-08-19 19:50:55.857 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.type.BasicTypeRegistry - Type registration [materialized_blob] overrides previous : org.hibernate.type.MaterializedBlobType@db7a875
2015-08-19 19:50:55.857 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.type.BasicTypeRegistry - Type registration [blob] overrides previous : org.hibernate.type.BlobType@1494a05c
2015-08-19 19:50:55.857 [RMI TCP Connection(3)-127.0.0.1] INFO  org.hibernate.type.BasicTypeRegistry - Type registration [java.sql.Blob] overrides previous : org.hibernate.type.BlobType@1494a05c
2015-08-19 19:50:55.928 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.main.ContentExt]; using defaults.
2015-08-19 19:50:56.042 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.main.Channel]; using defaults.
2015-08-19 19:50:56.099 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.assist.CmsVoteRecord]; using defaults.
2015-08-19 19:50:56.112 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.assist.CmsVoteItem]; using defaults.
2015-08-19 19:50:56.120 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.assist.CmsGuestbook]; using defaults.
2015-08-19 19:50:56.129 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.main.Content]; using defaults.
2015-08-19 19:50:56.162 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.assist.CmsMessage]; using defaults.
2015-08-19 19:50:56.169 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.core.entity.CmsSite]; using defaults.
2015-08-19 19:50:56.200 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.assist.CmsFriendlink]; using defaults.
2015-08-19 19:50:56.208 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.main.ChannelCount]; using defaults.
2015-08-19 19:50:56.212 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.core.entity.CmsConfig]; using defaults.
2015-08-19 19:50:56.221 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.cms.entity.main.ContentCheck]; using defaults.
2015-08-19 19:50:56.225 [RMI TCP Connection(3)-127.0.0.1] WARN  com.jeecms.common.hibernate3.SpringEhCacheProvider - Could not find a specific ehcache configuration for cache named [com.jeecms.core.entity.CmsUserResume]; using defaults.
